N de inscripcion;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios;Año_alta;Mes_alta
CV-VUT0500011-A;Vivienda 500011-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV DIEGO RAMIREZ PASTOR, 136, Es:1 Pl:02 Pt:C;;2023-06-28;3763330YH0036S0008EQ;;N;70.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0500723-A;Vivienda 500723-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL GUADALAJARA, 5, Es:1 Pl:07 Pt:0C;;2023-07-17;5993104YH0059S0052OB;;N;45.0;4;N;2.0;4;0.0;0;2.0;2023;7
CV-VUT0500724-A;Vivienda 500724-A;ALICANTE/ALACANT;TORREVIEJA;03183;AV TENERIFE, 10M, Es:14 Pl:00 Pt:54;;2023-07-18;5175401YH0057N0055QR;;N;89.0;6;N;3.0;6;0.0;0;3.0;2023;7
CV-VUT0498213-A;Vivienda 498213-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV SUIZA, 55, Es:3 Pl:01 Pt:E;;2023-05-03;5807105YH0150N0058DI;;N;33.0;2;N;1.0;2;0.0;0;1.0;2023;5
CV-VUT0498907-A;Vivienda 498907-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL GUMERSINDO, 81, Es:1 Pl:01 Pt:03;;2023-06-06;4560725YH0046S0012HY;;N;93.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0498912-A;Vivienda 498912-A;ALICANTE/ALACANT;TORREVIEJA;03185;UR PUNTA PRIMA, 6A, Bloque:1 Es:2 Pl:04 Pt:B;;2023-06-06;1225801YH0012N0285HX;;N;148.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0498914-A;Vivienda 498914-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR LAGO JARDIN, 3, Es:J Pl:01 Pt:72;;2023-06-06;9249401XH9094N0172BO;;N;43.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0499229-A;Vivienda 499229-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR LEANDROS LOS, 1, Es:2 Pl:01 Pt:19;;2023-06-14;6291902YH0069S0039YJ;;N;99.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0499230-A;Vivienda 499230-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO PARADA, 2, Es:3 Pl:+1 Pt:E;;2023-06-12;5059401YH0055N0170JT;3,06E+12;N;53.0;2;N;1.0;2;0.0;0;1.0;2023;6
CV-VUT0500567-A;Vivienda 500567-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR ENCLAVE N 5, 38F, Es:6 Pl:01 Pt:84;;2023-07-31;5984606YH0058S0014FM;;N;78.0;6;N;3.0;6;0.0;0;3.0;2023;7
CV-VUT0500568-A;Vivienda 500568-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL FINLANDIA, 3, Es:2 Pl:02 Pt:04;;2023-07-31;5266906YH0056N0153YA;;N;101.0;4;N;2.0;4;0.0;0;2.0;2023;7
CV-VUT0500570-A;Vivienda 500570-A;ALICANTE/ALACANT;TORREVIEJA;03180;TR GABINO, 6, Es:1 Pl:-1 Pt:04;;2023-07-31;4570106YH0047S0037ZL;;N;26.0;6;N;3.0;6;0.0;0;3.0;2023;7
CV-VUT0500629-A;Vivienda 500629-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MARIA GIL VALLEJOS, 1, Es:1 Pl:03 Pt:04;;2023-08-02;4564108YH0046S0019SD;;N;84.0;6;N;3.0;6;0.0;0;3.0;2023;8
CV-VUT0495484-A;Vivienda 495484-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL GOLETA, 26, Es:1 Pl:04 Pt:07;;2023-02-24;5163201YH0056S0102TY;;N;110.0;6;N;3.0;6;0.0;0;3.0;2023;2
CV-VUT0496009-A;Vivienda 496009-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL RAMON GALLUD, 219, Es:1 Pl:04 Pt:A;;2023-03-13;4863706YH0046S0008RT;;N;49.0;2;N;1.0;2;0.0;0;1.0;2023;3
CV-VUT0496131-A;Vivienda 496131-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR CASA PEINAO II, 1M, Es:11 Pl:01 Pt:50;;2023-03-15;5385301YH0058N0050AH;;N;68.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0496134-A;Vivienda 496134-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL HUMEDAL, 59B, Es:1 Pl:00 Pt:59B;;2023-03-15;0231701YH0003S0008QU;;N;71.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0496137-A;Vivienda 496137-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR CASA PICHON, 2M, Es:1 Pl:00 Pt:91;;2023-03-15;5281204YH0058S0091TU;;N;93.0;6;N;3.0;6;0.0;0;3.0;2023;3
CV-VUT0496145-A;Vivienda 496145-A;ALICANTE/ALACANT;TORREVIEJA;03184;UR HONDO EL, 4M, Es:3 Pl:00 Pt:14;;2023-03-15;2185913YH0028N0022TI;;N;69.0;6;N;3.0;6;0.0;0;3.0;2023;3
CV-VUT0496305-A;Vivienda 496305-A;ALICANTE/ALACANT;TORREVIEJA;03180;RD JOSE SAMPER GARCIA, 1A, Es:1 Pl:01 Pt:12;;2023-03-20;5590511YH0059S0021PZ;;N;56.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0499067-A;Vivienda 499067-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV ALFREDO NOBEL, 7C, Es:10 Pl:01 Pt:H;;2023-06-09;5870203YH0057S0080GT;;N;70.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0499295-A;Vivienda 499295-A;ALICANTE/ALACANT;TORREVIEJA;03185;UR PUNTA PRIMA, 2C, Bloque:4 Es:DR Pl:02 Pt:C;;2023-06-15;1423801YH0012S0105MJ;;N;115.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0492657-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR PARQUEMAR-5, 1D, Bloque:1 Es:1 Pl:00 Pt:88;;2022-10-07;5703201YH0150S0130LB;;N;52.0;2;N;1.0;2;;0;1.0;2022;10
CV-VUT0492659-A;ER-146;ALICANTE/ALACANT;TORREVIEJA;03180;CR TORREJON EL, 4, Es:7 Pl:02 Pt:B;;2022-10-07;5991804YH0059S0289GI;;N;50.0;2;S;0.0;0;0.0;0;0.0;2022;10
CV-VUT0492677-A;Vivienda 492677-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR PARQUEMAR-5, 1D, Bloque:13 Es:1 Pl:01 Pt:59;;2022-10-07;5703201YH0150S0338PA;;N;57.0;4;N;2.0;4;0.0;0;2.0;2022;10
CV-VUT0495563-A;Vivienda 495563-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SANTOMERA, 7, Es:1 Pl:05 Pt:01;;2023-03-01;2757602YH0025N0006ZH;;N;103.0;6;N;3.0;6;0.0;0;3.0;2023;3
CV-VUT0498796-A;Vivienda 498796-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL APOLO, 67, Es:1 Pl:+1 Pt:E;;2023-06-02;3964103YH0036S0015PT;;N;77.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0498797-A;Vivienda 498797-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL GALEON, 3, Es:F Pl:04 Pt:02;;2023-06-02;4863101YH0046S0041WE;;N;44.0;2;N;1.0;2;0.0;0;1.0;2023;6
CV-VUT0498798-A;Vivienda 498798-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN PASCUAL, 235A, Es:4 Pl:04 Pt:12;;2023-06-02;4164601YH0046S0669IB;;N;73.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0498799-A;Vivienda 498799-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL TERREMOTO EL, 15, Es:1 Pl:00 Pt:A;;2023-06-02;4564403YH0046S1001IL;;N;60.0;2;N;1.0;2;0.0;0;1.0;2023;6
CV-VUT0498800-A;Vivienda 498800-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAYOR-MATA, 19, Es:1 Pl:01 Pt:04;;2023-06-02;5914604YH0151S0007MB;;N;82.0;6;N;3.0;6;0.0;0;3.0;2023;6
CV-VUT0498811-A;Vivienda 498811-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL TORNADO, 2, Es:4 Pl:08 Pt:A2;;2023-06-02;1622501YH0012S0179BQ;;N;;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0498815-A;Vivienda 498815-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL GALEON, 2, Es:1 Pl:02 Pt:03;;2023-06-02;4863701YH0046S0166WW;;N;81.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0498819-A;Vivienda 498819-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL HELENA, 2, Es:1 Pl:04 Pt:06;;2023-06-02;5590519YH0059S0076UG;;N;47.0;2;N;1.0;2;0.0;0;1.0;2023;6
CV-VUT0498602-A;Vivienda 498602-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL RADIO MURCIA, 19, Es:1 Pl:02 Pt:B;;2023-05-29;4461113YH0046S0006DE;;N;92.0;4;N;2.0;4;0.0;0;2.0;2023;5
CV-VUT0495775-A;Vivienda 495775-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 13, Es:4 Pl:+1 Pt:04;;2023-03-07;4165802YH0046N0246QY;;N;71.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0495777-A;Vivienda 495777-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR-MATA, 25, Pl:03 Pt:C;;2023-03-07;5916401YH0151N0050EJ;;N;78.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0495779-A;Vivienda 495779-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL NUESTRA SRA DE MONSERRATE, 10, Es:1 Pl:03 Pt:J;;2023-03-07;4862601YH0046S0058IJ;;N;95.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0495784-A;Vivienda 495784-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MONTEAGUDO, 10A, Es:1 Pl:02 Pt:D;;2023-03-07;2556604YH0025N0014OZ;;N;63.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0495787-A;Vivienda 495787-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN PASCUAL, 105, Es:1 Pl:00 Pt:A;;2023-03-07;3363730YH0036S0008TQ;;N;58.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0495796-A;Vivienda 495796-A;ALICANTE/ALACANT;TORREVIEJA;03183;CL MARIA SAN GIL NOAIN, 40, Es:6 Pl:00 Pt:A;;2023-03-07;4484604YH0048S0002FP;;N;206.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0500593-A;Vivienda 500593-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV PINOSO DE, 12, Es:1 Pl:01 Pt:07;;2023-08-02;2455401YH0025N0019TE;;N;59.0;4;N;2.0;4;0.0;0;2.0;2023;8
CV-VUT0496306-A;Vivienda 496306-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR LOMAS MAR ALTAS, 8, Es:1 Pl:03 Pt:24;;2023-03-20;5892302YH0059S0091YQ;;N;84.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0496307-A;Vivienda 496307-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL JUMILLA,, Es:4 Pl:01 Pt:52;;2023-03-20;0432903YH0003S0052XD;;N;73.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0496330-A;Vivienda 496330-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL ESCORPIONES, 1, Es:1 Pl:01 Pt:04;;2023-02-27;0033101YH0003S0010WY;;N;87.0;4;N;2.0;4;0.0;0;2.0;2023;2
CV-VUT0498107-A;Vivienda 498107-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL TIMONEL, 6, Es:B Pl:01 Pt:DR;;2023-05-16;5160201YH0056S0020XG;;N;93.0;6;N;3.0;6;0.0;0;3.0;2023;5
CV-VUT0498108-A;Vivienda 498108-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR BALTICO, 35, Es:1 Pl:03 Pt:F;;2023-05-16;5366402YH0056N0052UU;;N;117.0;6;N;3.0;6;0.0;0;3.0;2023;5
CV-VUT0498109-A;Vivienda 498109-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL PEDRO LORCA, 102, Pl:00 Pt:A;;2023-05-16;4560605YH0046S0001HZ;;N;107.0;6;N;3.0;6;0.0;0;3.0;2023;5
CV-VUT0498111-A;Vivienda 498111-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL PEDRO LORCA, 163, Es:1 Pl:01 Pt:03;;2023-05-16;4761513YH0046S0004EQ;;N;89.0;4;N;2.0;4;0.0;0;2.0;2023;5
CV-VUT0498112-A;Vivienda 498112-A;ALICANTE/ALACANT;TORREVIEJA;03184;UR PARQUE DE LAS NACIONES, 128B, Es:1 Pl:01 Pt:C8;;2023-05-16;2664501YH0026N0330FA;;N;50.0;4;N;2.0;4;0.0;0;2.0;2023;5
CV-VUT0495258-A;Vivienda 495258-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL VIRGEN DE LA PALOMA, 45, Es:1 Pl:04 Pt:A;;2023-01-29;4664102YH0046S0011AT;;N;66.0;4;N;2.0;4;0.0;0;2.0;2023;1
CV-VUT0500630-A;Vivienda 500630-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL VILLA MADRID, 41, Es:2 Pl:00 Pt:02;;2023-08-02;2964401YH0026S0113GW;;N;61.0;4;N;2.0;4;0.0;0;2.0;2023;8
CV-VUT0496389-A;Vivienda 496389-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV DOCTOR MARIANO RUIZ CANOV, 37D, Es:4 Pl:02 Pt:05;;2023-03-22;5568533YH0056N0055XP;;N;91.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0496395-A;Vivienda 496395-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO QUINO, 45, Es:1 Pl:00 Pt:27;;2023-03-17;2048901YH0024N0022FO;;N;32.0;2;N;1.0;2;0.0;0;1.0;2023;3
CV-VUT0496396-A;Vivienda 496396-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SOROLLA, 10, Es:1 Pl:04 Pt:F;;2023-03-17;2859602YH0025N0030GI;;N;42.0;2;N;1.0;2;0.0;0;1.0;2023;3
CV-VUT0496402-A;Vivienda 496402-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL BENIAJAN, 14, Es:1 Pl:03 Pt:B;;2023-03-22;2556201YH0025N0039IJ;;N;40.0;2;N;1.0;2;0.0;0;1.0;2023;3
CV-VUT0496429-A;Vivienda 496429-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL ANTONIO GIL-MATA, 14, Es:1 Pl:00 Pt:12;;2023-03-09;5918904YH0151N0045SG;;N;32.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0496619-A;Vivienda 496619-A;ALICANTE/ALACANT;TORREVIEJA;03182;AV DIEGO RAMIREZ PASTOR, 182, Es:4 Pl:00 Pt:C;;2023-03-29;4465503YH0046N0017JE;;N;45.0;2;N;1.0;2;0.0;0;1.0;2023;3
CV-VUT0496469-A;Vivienda 496469-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR PANORAMA II, 2, Es:1 Pl:00 Pt:65;;2023-03-24;4578801YH0047N0065JU;;N;46.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0496779-A;Vivienda 496779-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL BENIAJAN, 10, Es:1 Pl:03 Pt:05;;2023-04-03;2556801YH0025N0046DZ;;N;80.0;6;N;3.0;6;0.0;0;3.0;2023;4
CV-VUT0499347-A;Vivienda 499347-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL TIMONEL, 2, Es:1 Pl:04 Pt:0H;;2023-06-16;5060101YH0056S0013XA;;N;106.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0498843-A;Vivienda 498843-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV SUIZA, 55, Es:2 Pl:03 Pt:Q2;;2023-05-22;5807105YH0150N0211UW;;N;73.0;4;N;2.0;4;0.0;0;2.0;2023;5
CV-VUT0498846-A;Vivienda 498846-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MONTESINOS, 39, Es:7 Pl:02 Pt:I;;2023-05-22;1948501YH0014N0073KK;;N;59.0;4;N;2.0;4;0.0;0;2.0;2023;5
CV-VUT0498847-A;Vivienda 498847-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL ESCORPIONES, 1, Es:2 Pl:02 Pt:12;;2023-05-22;0033101YH0003S0107TO;;N;107.0;6;N;3.0;6;0.0;0;3.0;2023;5
CV-VUT0498849-A;Vivienda 498849-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL VIRGEN DE LA PALOMA, 1, Es:1 Pl:03 Pt:C;;2023-05-23;4761112YH0046S0017AA;;N;102.0;6;N;3.0;6;0.0;0;3.0;2023;5
CV-VUT0499402-A;Vivienda 499402-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL MANZANILLA, 1, Es:18 Pl:00 Pt:B;;2023-06-20;0430801YH0003S0207SS;;N;69.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0499432-A;Vivienda 499432-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL ACANTILADO, 3, Es:C Pl:01 Pt:L;;2023-06-21;1626505YH0012N0041ZU;;N;48.0;2;N;1.0;2;0.0;0;1.0;2023;6
CV-VUT0499434-A;Vivienda 499434-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN ANTONIO-MATA, 42, Es:1 Pl:02 Pt:G;;2023-06-21;5916402YH0151N0058BW;;N;104.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0499435-A;Vivienda 499435-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV INGLATERRA, 31, Pl:04 Pt:0D;;2023-06-21;5905301YH0150N0045EZ;;N;63.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0499856-A;Vivienda 499856-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL MANUEL GALIAN (MANOLIN), 4, Es:3 Pl:05 Pt:01;;2023-07-05;5067403YH0056N0100AL;;N;55.0;4;N;2.0;4;0.0;0;2.0;2023;7
CV-VUT0500312-A;Vivienda 500312-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN LORENZO, 2, Es:1 Pl:00 Pt:09;;2023-07-21;3964101YH0036S0066TK;;N;55.0;4;N;2.0;4;0.0;0;2.0;2023;7
CV-VUT0503675-A;Vivienda 503675-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAFAL, 25, Es:1 Pl:04 Pt:03;;2023-11-22;2657204YH0025N0042OJ;;N;56.0;4;N;2.0;4;0.0;0;2.0;2023;11
CV-VUT0502779-A;Vivienda 502779-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL GALEON, 11, Es:1 Pl:02 Pt:0F;;2023-11-02;4764603YH0046S0021HS;;N;51.0;2;N;1.0;2;0.0;0;1.0;2023;11
CV-VUT0502780-A;Vivienda 502780-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL POLA DE SIERO, 38, Es:1 Pl:02 Pt:01;;2023-11-02;5369602YH0056N0007MM;;N;80.0;4;N;2.0;4;0.0;0;2.0;2023;11
CV-VUT0501241-A;Vivienda 501241-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV DOCTOR MARIANO RUIZ CANOV, 13, Es:2 Pl:04 Pt:E;;2023-08-24;5365414YH0056N0067EL;;N;62.0;4;N;2.0;4;0.0;0;2.0;2023;8
CV-VUT0500687-A;Vivienda 500687-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL MORIONES, 9, Es:1 Pl:01 Pt:C;;2023-07-17;4158509YH0045N0005BM;;N;106.0;6;N;3.0;6;0.0;0;3.0;2023;7
CV-VUT0497546-A;Vivienda 497546-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL GASES LOS, 50, Es:1 Pl:00 Pt:14;;2023-05-02;5066701YH0056N0044YW;;N;56.0;3;N;1.0;2;1.0;1;2.0;2023;5
CV-VUT0499899-A;Vivienda 499899-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV NAVEGANTES, 4, Es:3 Pl:00 Pt:DR;;2023-06-23;5160301YH0056S0084EG;;N;91.0;6;N;3.0;6;0.0;0;3.0;2023;6
CV-VUT0498292-A;Vivienda 498292-A;ALICANTE/ALACANT;TORREVIEJA;03183;CL JUAN RAMON JIMENEZ, 53B, Es:1 Pl:01 Pt:04;;2023-05-19;5777601YH0057N0005TG;;N;72.0;4;N;2.0;4;0.0;0;2.0;2023;5
CV-VUT0501674-A;Vivienda 501674-A;ALICANTE/ALACANT;TORREVIEJA;03183;CL PERSEO, 3, Es:2 Pl:01 Pt:17;;2023-09-18;5387103YH0058N0017PK;;N;61.0;4;N;2.0;4;0.0;0;2.0;2023;9
CV-VUT0501779-A;Vivienda 501779-A;ALICANTE/ALACANT;TORREVIEJA;03180;PZ CAPDEPONT, 1, Pl:08 Pt:0B;;2023-09-20;3959111YH0035N0030IS;;N;157.0;6;N;3.0;6;0.0;0;3.0;2023;9
CV-VUT0501359-A;DE MAR;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR BALTICO, 1, Es:1 Pl:03 Pt:0E;;2023-08-25;5265515YH0056N0019FO;;N;51.0;4;N;2.0;4;0.0;0;2.0;2023;8
CV-VUT0501361-A;Vivienda 501361-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL FELIX RODRIGUEZ DE LA FUE, 7, Es:2 Pl:00 Pt:01;;2023-08-27;4763204YH0046S0029SB;;N;74.0;3;N;1.0;2;1.0;1;2.0;2023;8
CV-VUT0496036-A;Vivienda 496036-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV SUIZA, 55, Es:2 Pl:00 Pt:C2;;2023-03-14;5807105YH0150N0171MK;;N;40.0;2;N;1.0;2;0.0;0;1.0;2023;3
CV-VUT0496042-A;Vivienda 496042-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL ISLANDIA, 4, Es:1 Pl:+1 Pt:04;;2023-03-14;5367101YH0056N0150GI;;N;48.0;2;N;1.0;2;0.0;0;1.0;2023;3
CV-VUT0496045-A;Vivienda 496045-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL ESCORPIONES, 1, Es:1 Pl:02 Pt:06;;2023-03-14;0033101YH0003S0016IS;;N;87.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0496072-A;Vivienda 496072-A;ALICANTE/ALACANT;TORREVIEJA;03181;CL SANTA TRINIDAD, 4, Pl:04 Pt:64;;2023-03-14;3364444YH0036S0064BH;;N;49.0;2;N;1.0;2;0.0;0;1.0;2023;3
CV-VUT0496074-A;Vivienda 496074-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAMON GALLUD, 182, Es:1 Pl:04 Pt:07;;2023-03-14;4661604YH0046S0053KS;;N;67.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0496076-A;Vivienda 496076-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL REGION DE MURCIA, 1, Es:3 Pl:00 Pt:02;;2023-03-14;6486204YH0068N0206ZB;;N;71.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0502793-A;Vivienda 502793-A;ALICANTE/ALACANT;TORREVIEJA;03182;CL CABALLERO RODAS, 92A, Es:1 Pl:01 Pt:03;;2023-11-02;4261101YH0046S0040HW;;N;48.0;1;N;0.0;0;1.0;1;1.0;2023;11
CV-VUT0502844-A;Vivienda 502844-A;ALICANTE/ALACANT;TORREVIEJA;03188;CL GUADALAJARA, 1, Es:1 Pl:11 Pt:A;;2023-10-26;5993101YH0059S0058AE;ANUAL;N;71.0;4;N;2.0;4;0.0;0;2.0;2023;10
CV-VUT0495706-A;Vivienda 495706-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL PORTALICOS LOS, 17, Es:4 Pl:01 Pt:F;;2023-03-06;2760601YH0026S0025WI;;N;87.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0495710-A;Vivienda 495710-A;ALICANTE/ALACANT;TORREVIEJA;03185;CL MONTEAGUDO, 9, Es:1 Pl:02 Pt:D;;2023-03-06;2656406YH0025N0007UJ;;N;75.0;4;N;2.0;4;0.0;0;2.0;2023;3
CV-VUT0499918-A;Vivienda 499918-A;ALICANTE/ALACANT;TORREVIEJA;03188;CL PUERTO ROMANO DEL, 3, Es:E2 Pl:02 Pt:03;;2023-06-26;6019401YH0161N0193XO;;N;83.0;4;N;2.0;4;0.0;0;2.0;2023;6
CV-VUT0499920-A;Vivienda 499920-A;ALICANTE/ALACANT;TORREVIEJA;03180;UR LOMAS MAR ALTAS, 8, Es:1 Pl:01 Pt:26;;2023-07-06;5892302YH0059S0041JS;;N;50.0;4;N;2.0;4;0.0;0;2.0;2023;7
CV-VUT0500469-A;Vivienda 500469-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 78, Es:1 Pl:04 Pt:04;;2023-07-11;4865807YH0046N0069QJ;;N;65.0;4;N;2.0;4;0.0;0;2.0;2023;7
CV-VUT0500472-A;;ALICANTE/ALACANT;TORREVIEJA;03185;CL MAR NEGRO, 17, Es:4 Pl:00 Pt:IZ;;2023-07-12;1741711YH0014S0022AD;;N;93.0;4;N;2.0;4;0.0;0;2.0;2023;7
CV-VUT0500620-A;Vivienda 500620-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV NAVEGANTES, 4, Es:4 Pl:03 Pt:A;;2023-07-31;5160301YH0056S0148TJ;;N;91.0;6;N;3.0;6;0.0;0;3.0;2023;7
CV-VUT0502751-A;Vivienda 502751-A;ALICANTE/ALACANT;TORREVIEJA;03180;CR TORREJON EL, 2C, Es:3 Pl:03 Pt:422;;2023-11-02;5991803YH0059S0065TU;;N;71.0;4;N;2.0;4;0.0;0;2.0;2023;11
CV-VUT0501042-A;Vivienda 501042-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL COPENHAGUE, 64, Es:Y Pl:00 Pt:74;;2023-08-23;5069201YH0056N0029GH;;N;49.0;3;N;1.0;2;1.0;1;2.0;2023;8
CV-VUT0501047-A;Vivienda 501047-A;ALICANTE/ALACANT;TORREVIEJA;03180;AV MEDITERRANEO DEL-MATA, 36, Pl:02 Pt:21;;2023-08-23;5917307YH0151N0077PG;;N;35.0;1;N;0.0;0;1.0;1;1.0;2023;8
CV-VUT0502201-A;Vivienda 502201-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL BENIEL, 20, Es:E Pl:01 Pt:42;;2023-10-05;2558101YH0025N0271JB;;N;75.0;6;N;3.0;6;0.0;0;3.0;2023;10
CV-VUT0502891-A;Vivienda 502891-A;ALICANTE/ALACANT;TORREVIEJA;03180;CL ARGOLIDAS, 5, Es:5 Pl:01 Pt:139;;2023-11-06;5387104YH0058N0165OI;;N;56.0;2;N;1.0;2;0.0;0;1.0;2023;11
